address,held_from,sold_at,holding_period,Gain/Loss,Planning Area,property_tenure,transaction_price_dollars,project_name,area_sqft,sale_type,Year,Gain/Loss (SGD),held_year,held_month,sold_year,sold_month,months_held,Original Price (SGD)
11 SIMEI STREET 4 #03-08,1997-03-27,2008-06-19,11.0,184400,Tampines,99 yrs from 14/11/1996,743000,SIMEI GREEN CONDOMINIUM,1356,Resale,2008,"184,400",1997,3,2008,6,135,"558,600"
11 SIMEI STREET 4 #03-08,2008-06-19,2015-03-11,6.5,230000,Tampines,99 yrs from 14/11/1996,973000,SIMEI GREEN CONDOMINIUM,1356,Resale,2015,"230,000",2008,6,2015,3,81,"743,000"
11 SIMEI STREET 4 #04-02,1997-05-27,2015-03-16,18.0,468500,Tampines,99 yrs from 14/11/1996,918000,SIMEI GREEN CONDOMINIUM,1195,Resale,2015,"468,500",1997,5,2015,3,214,"449,500"
11 SIMEI STREET 4 #04-03,1997-05-22,2004-08-02,7.0,-24000,Tampines,99 yrs from 14/11/1996,358000,SIMEI GREEN CONDOMINIUM,969,Resale,2004,"-24,000",1997,5,2004,8,87,"382,000"
11 SIMEI STREET 4 #04-04,1997-05-07,2010-07-20,13.0,237000,Tampines,99 yrs from 14/11/1996,725000,SIMEI GREEN CONDOMINIUM,1249,Resale,2010,"237,000",1997,5,2010,7,158,"488,000"
11 SIMEI STREET 4 #04-06,1997-04-16,2005-06-13,8.0,-51100,Tampines,99 yrs from 14/11/1996,382000,SIMEI GREEN CONDOMINIUM,969,Resale,2005,"-51,100",1997,4,2005,6,98,"433,100"
11 SIMEI STREET 4 #04-06,2005-06-13,2021-07-12,16.0,398000,Tampines,99 yrs from 14/11/1996,780000,SIMEI GREEN CONDOMINIUM,969,Resale,2021,"398,000",2005,6,2021,7,193,"382,000"
11 SIMEI STREET 4 #04-07,1997-04-14,2006-05-11,9.0,-94400,Tampines,99 yrs from 14/11/1996,435000,SIMEI GREEN CONDOMINIUM,1195,Resale,2006,"-94,400",1997,4,2006,5,109,"529,400"
11 SIMEI STREET 4 #04-07,2006-05-11,2007-12-05,1.5,265000,Tampines,99 yrs from 14/11/1996,700000,SIMEI GREEN CONDOMINIUM,1195,Resale,2007,"265,000",2006,5,2007,12,19,"435,000"
11 SIMEI STREET 4 #04-08,1997-04-15,2021-11-01,24.5,521400,Tampines,99 yrs from 14/11/1996,1080000,SIMEI GREEN CONDOMINIUM,1356,Resale,2021,"521,400",1997,4,2021,11,295,"558,600"
11 SIMEI STREET 4 #05-01,1997-04-15,2017-05-29,20.0,406400,Tampines,99 yrs from 14/11/1996,970000,SIMEI GREEN CONDOMINIUM,1378,Resale,2017,"406,400",1997,4,2017,5,241,"563,600"
11 SIMEI STREET 4 #05-03,1997-05-19,2007-07-18,10.0,95200,Tampines,99 yrs from 14/11/1996,480000,SIMEI GREEN CONDOMINIUM,969,Resale,2007,"95,200",1997,5,2007,7,122,"384,800"
11 SIMEI STREET 4 #05-03,2007-07-18,2009-02-27,1.5,-22000,Tampines,99 yrs from 14/11/1996,458000,SIMEI GREEN CONDOMINIUM,969,Resale,2009,"-22,000",2007,7,2009,2,19,"480,000"
11 SIMEI STREET 4 #06-02,1997-05-05,2006-11-22,9.5,-23500,Tampines,99 yrs from 14/11/1996,435000,SIMEI GREEN CONDOMINIUM,1195,Resale,2006,"-23,500",1997,5,2006,11,114,"458,500"
11 SIMEI STREET 4 #06-02,2006-11-22,2007-04-16,0.5,71000,Tampines,99 yrs from 14/11/1996,506000,SIMEI GREEN CONDOMINIUM,1195,Resale,2007,"71,000",2006,11,2007,4,5,"435,000"
11 SIMEI STREET 4 #06-03,1997-05-19,2006-10-06,9.5,-27000,Tampines,99 yrs from 14/11/1996,360000,SIMEI GREEN CONDOMINIUM,969,Resale,2006,"-27,000",1997,5,2006,10,113,"387,000"
11 SIMEI STREET 4 #06-03,2006-10-06,2007-08-28,1.0,168000,Tampines,99 yrs from 14/11/1996,528000,SIMEI GREEN CONDOMINIUM,969,Resale,2007,"168,000",2006,10,2007,8,10,"360,000"
11 SIMEI STREET 4 #06-03,2007-08-28,2010-08-18,3.0,152000,Tampines,99 yrs from 14/11/1996,680000,SIMEI GREEN CONDOMINIUM,969,Resale,2010,"152,000",2007,8,2010,8,36,"528,000"
11 SIMEI STREET 4 #06-03,2010-08-18,2016-10-05,6.0,70000,Tampines,99 yrs from 14/11/1996,750000,SIMEI GREEN CONDOMINIUM,969,Resale,2016,"70,000",2010,8,2016,10,74,"680,000"
11 SIMEI STREET 4 #06-03,2016-10-05,2021-06-07,4.5,35000,Tampines,99 yrs from 14/11/1996,785000,SIMEI GREEN CONDOMINIUM,969,Resale,2021,"35,000",2016,10,2021,6,56,"750,000"
11 SIMEI STREET 4 #06-06,1997-04-16,2004-06-16,7.0,-69500,Tampines,99 yrs from 14/11/1996,370000,SIMEI GREEN CONDOMINIUM,969,Resale,2004,"-69,500",1997,4,2004,6,86,"439,500"
11 SIMEI STREET 4 #06-06,2004-06-16,2006-09-18,2.5,24500,Tampines,99 yrs from 14/11/1996,394500,SIMEI GREEN CONDOMINIUM,969,Resale,2006,"24,500",2004,6,2006,9,27,"370,000"
11 SIMEI STREET 4 #06-06,2006-09-18,2009-11-02,3.0,233500,Tampines,99 yrs from 14/11/1996,628000,SIMEI GREEN CONDOMINIUM,969,Resale,2009,"233,500",2006,9,2009,11,38,"394,500"
11 SIMEI STREET 4 #06-06,2009-11-02,2015-05-22,5.5,197000,Tampines,99 yrs from 14/11/1996,825000,SIMEI GREEN CONDOMINIUM,969,Resale,2015,"197,000",2009,11,2015,5,66,"628,000"
11 SIMEI STREET 4 #06-08,1997-04-16,2005-06-28,8.0,-118600,Tampines,99 yrs from 14/11/1996,450000,SIMEI GREEN CONDOMINIUM,1356,Resale,2005,"-118,600",1997,4,2005,6,98,"568,600"
11 SIMEI STREET 4 #06-08,2005-06-28,2011-06-24,6.0,480000,Tampines,99 yrs from 14/11/1996,930000,SIMEI GREEN CONDOMINIUM,1356,Resale,2011,"480,000",2005,6,2011,6,72,"450,000"
11 SIMEI STREET 4 #07-04,1997-04-30,2010-09-01,13.5,308000,Tampines,99 yrs from 14/11/1996,810000,SIMEI GREEN CONDOMINIUM,1249,Resale,2010,"308,000",1997,4,2010,9,161,"502,000"
11 SIMEI STREET 4 #07-05,1997-04-07,2010-05-27,13.0,247000,Tampines,99 yrs from 14/11/1996,800000,SIMEI GREEN CONDOMINIUM,1249,Resale,2010,"247,000",1997,4,2010,5,157,"553,000"
11 SIMEI STREET 4 #07-06,1997-04-14,2004-11-01,7.5,-49600,Tampines,99 yrs from 14/11/1996,393000,SIMEI GREEN CONDOMINIUM,969,Resale,2004,"-49,600",1997,4,2004,11,91,"442,600"
11 SIMEI STREET 4 #07-06,2004-11-01,2012-03-19,7.5,455000,Tampines,99 yrs from 14/11/1996,848000,SIMEI GREEN CONDOMINIUM,969,Resale,2012,"455,000",2004,11,2012,3,88,"393,000"
11 SIMEI STREET 4 #07-06,2012-03-19,2021-02-05,9.0,-30000,Tampines,99 yrs from 14/11/1996,818000,SIMEI GREEN CONDOMINIUM,969,Resale,2021,"-30,000",2012,3,2021,2,107,"848,000"
11 SIMEI STREET 4 #07-07,1997-04-16,2006-07-03,9.0,-95300,Tampines,99 yrs from 14/11/1996,450000,SIMEI GREEN CONDOMINIUM,1195,Resale,2006,"-95,300",1997,4,2006,7,111,"545,300"
11 SIMEI STREET 4 #07-07,2006-07-03,2012-12-10,6.5,565000,Tampines,99 yrs from 14/11/1996,1015000,SIMEI GREEN CONDOMINIUM,1195,Resale,2012,"565,000",2006,7,2012,12,77,"450,000"
11 SIMEI STREET 4 #07-08,1997-04-07,2010-07-02,13.0,256400,Tampines,99 yrs from 14/11/1996,830000,SIMEI GREEN CONDOMINIUM,1356,Resale,2010,"256,400",1997,4,2010,7,159,"573,600"
11 SIMEI STREET 4 #07-08,2010-07-02,2015-04-24,5.0,170000,Tampines,99 yrs from 14/11/1996,1000000,SIMEI GREEN CONDOMINIUM,1356,Resale,2015,"170,000",2010,7,2015,4,57,"830,000"
11 SIMEI STREET 4 #08-01,1997-04-10,2008-11-21,11.5,128700,Tampines,99 yrs from 14/11/1996,710000,SIMEI GREEN CONDOMINIUM,1378,Resale,2008,"128,700",1997,4,2008,11,139,"581,300"
11 SIMEI STREET 4 #08-01,2008-11-21,2018-02-14,9.0,390000,Tampines,99 yrs from 14/11/1996,1100000,SIMEI GREEN CONDOMINIUM,1378,Resale,2018,"390,000",2008,11,2018,2,111,"710,000"
11 SIMEI STREET 4 #08-02,1997-04-11,2010-05-19,13.0,233600,Tampines,99 yrs from 14/11/1996,730000,SIMEI GREEN CONDOMINIUM,1195,Resale,2010,"233,600",1997,4,2010,5,157,"496,400"
11 SIMEI STREET 4 #08-03,1997-04-15,2008-04-09,11.0,158700,Tampines,99 yrs from 14/11/1996,575000,SIMEI GREEN CONDOMINIUM,969,Resale,2008,"158,700",1997,4,2008,4,132,"416,300"
11 SIMEI STREET 4 #08-03,2008-04-09,2011-08-16,3.5,255000,Tampines,99 yrs from 14/11/1996,830000,SIMEI GREEN CONDOMINIUM,969,Resale,2011,"255,000",2008,4,2011,8,40,"575,000"
11 SIMEI STREET 4 #08-03,2011-08-16,2024-03-08,12.5,165000,Tampines,99 yrs from 14/11/1996,995000,SIMEI GREEN CONDOMINIUM,969,Resale,2024,"165,000",2011,8,2024,3,151,"830,000"
11 SIMEI STREET 4 #08-04,1997-04-15,2006-11-10,9.5,-106700,Tampines,99 yrs from 14/11/1996,430000,SIMEI GREEN CONDOMINIUM,1249,Resale,2006,"-106,700",1997,4,2006,11,115,"536,700"
11 SIMEI STREET 4 #08-04,2006-11-10,2007-05-08,0.5,170000,Tampines,99 yrs from 14/11/1996,600000,SIMEI GREEN CONDOMINIUM,1249,Resale,2007,"170,000",2006,11,2007,5,6,"430,000"
11 SIMEI STREET 4 #08-06,1997-04-10,2008-03-24,11.0,122100,Tampines,99 yrs from 14/11/1996,570000,SIMEI GREEN CONDOMINIUM,969,Resale,2008,"122,100",1997,4,2008,3,131,"447,900"
11 SIMEI STREET 4 #08-08,1997-04-30,2009-10-05,12.5,218400,Tampines,99 yrs from 14/11/1996,800000,SIMEI GREEN CONDOMINIUM,1356,Resale,2009,"218,400",1997,4,2009,10,150,"581,600"
11 SIMEI STREET 4 #08-08,2009-10-05,2023-07-13,14.0,650000,Tampines,99 yrs from 14/11/1996,1450000,SIMEI GREEN CONDOMINIUM,1356,Resale,2023,"650,000",2009,10,2023,7,165,"800,000"
11 SIMEI STREET 4 #09-01,1997-04-14,2009-05-25,12.0,108800,Tampines,99 yrs from 14/11/1996,695000,SIMEI GREEN CONDOMINIUM,1378,Resale,2009,"108,800",1997,4,2009,5,145,"586,200"
11 SIMEI STREET 4 #09-01,2009-05-25,2022-08-01,13.0,605000,Tampines,99 yrs from 14/11/1996,1300000,SIMEI GREEN CONDOMINIUM,1378,Resale,2022,"605,000",2009,5,2022,8,159,"695,000"
11 SIMEI STREET 4 #09-05,1997-04-15,2007-10-08,10.5,108600,Tampines,99 yrs from 14/11/1996,675000,SIMEI GREEN CONDOMINIUM,1249,Resale,2007,"108,600",1997,4,2007,10,126,"566,400"
11 SIMEI STREET 4 #10-03,1997-04-01,2021-09-23,24.5,377800,Tampines,99 yrs from 14/11/1996,800000,SIMEI GREEN CONDOMINIUM,969,Resale,2021,"377,800",1997,4,2021,9,293,"422,200"
11 SIMEI STREET 4 #10-05,1997-04-03,2018-05-03,21.0,448500,Tampines,99 yrs from 14/11/1996,1020000,SIMEI GREEN CONDOMINIUM,1249,Resale,2018,"448,500",1997,4,2018,5,253,"571,500"
11 SIMEI STREET 4 #10-07,1997-04-16,2012-04-27,15.0,403600,Tampines,99 yrs from 14/11/1996,968000,SIMEI GREEN CONDOMINIUM,1195,Resale,2012,"403,600",1997,4,2012,4,180,"564,400"
11 SIMEI STREET 4 #11-01,1997-04-28,2021-02-17,24.0,461900,Tampines,99 yrs from 14/11/1996,1058000,SIMEI GREEN CONDOMINIUM,1378,Resale,2021,"461,900",1997,4,2021,2,286,"596,100"
11 SIMEI STREET 4 #11-03,1997-04-10,2007-12-26,10.5,258900,Tampines,99 yrs from 14/11/1996,856000,SIMEI GREEN CONDOMINIUM,1711,Resale,2007,"258,900",1997,4,2007,12,128,"597,100"
11 SIMEI STREET 4 #11-03,2007-12-26,2019-05-07,11.5,424000,Tampines,99 yrs from 14/11/1996,1280000,SIMEI GREEN CONDOMINIUM,1711,Resale,2019,"424,000",2007,12,2019,5,137,"856,000"
11 SIMEI STREET 4 #11-07,1997-04-10,2012-06-20,15.0,465500,Tampines,99 yrs from 14/11/1996,1100000,SIMEI GREEN CONDOMINIUM,1701,Resale,2012,"465,500",1997,4,2012,6,182,"634,500"
11 SIMEI STREET 4 #11-07,2012-06-20,2018-04-05,6.0,220000,Tampines,99 yrs from 14/11/1996,1320000,SIMEI GREEN CONDOMINIUM,1701,Resale,2018,"220,000",2012,6,2018,4,70,"1,100,000"
11 SIMEI STREET 4 #11-08,1997-04-03,2012-07-30,15.5,548400,Tampines,99 yrs from 14/11/1996,1145000,SIMEI GREEN CONDOMINIUM,1356,Resale,2012,"548,400",1997,4,2012,7,183,"596,600"
11 SIMEI STREET 4 #11-08,2012-07-30,2018-04-30,6.0,-55000,Tampines,99 yrs from 14/11/1996,1090000,SIMEI GREEN CONDOMINIUM,1356,Resale,2018,"-55,000",2012,7,2018,4,69,"1,145,000"
11 SIMEI STREET 4 #11-08,2018-04-30,2021-09-16,3.5,-40000,Tampines,99 yrs from 14/11/1996,1050000,SIMEI GREEN CONDOMINIUM,1356,Resale,2021,"-40,000",2018,4,2021,9,41,"1,090,000"
11 TAMPINES AVENUE 8 #01-18,2011-12-08,2021-03-22,9.5,332800,Tampines,99 yrs from 22/02/2011,1128000,ARC AT TAMPINES,1206,Resale,2021,"332,800",2011,12,2021,3,111,"795,200"
11 TAMPINES AVENUE 8 #01-20,2011-12-20,2021-03-26,9.5,279700,Tampines,99 yrs from 22/02/2011,1050000,ARC AT TAMPINES,1302,Resale,2021,"279,700",2011,12,2021,3,111,"770,300"
11 TAMPINES AVENUE 8 #02-20,2012-06-01,2017-08-10,5.0,141700,Tampines,99 yrs from 22/02/2011,820000,ARC AT TAMPINES,958,Resale,2017,"141,700",2012,6,2017,8,62,"678,300"
11 TAMPINES AVENUE 8 #03-17,2012-03-28,2021-09-07,9.5,255600,Tampines,99 yrs from 22/02/2011,1050000,ARC AT TAMPINES,1130,Resale,2021,"255,600",2012,3,2021,9,114,"794,400"
11 TAMPINES AVENUE 8 #03-20,2012-07-11,2021-01-13,8.5,166900,Tampines,99 yrs from 22/02/2011,850000,ARC AT TAMPINES,958,Resale,2021,"166,900",2012,7,2021,1,102,"683,100"
11 TAMPINES AVENUE 8 #04-18,2012-04-17,2018-06-28,6.0,182200,Tampines,99 yrs from 22/02/2011,900000,ARC AT TAMPINES,990,Resale,2018,"182,200",2012,4,2018,6,74,"717,800"
11 TAMPINES AVENUE 8 #04-18,2018-06-28,2022-02-04,3.5,120000,Tampines,99 yrs from 22/02/2011,1020000,ARC AT TAMPINES,990,Resale,2022,"120,000",2018,6,2022,2,44,"900,000"
11 TAMPINES AVENUE 8 #04-19,2011-11-25,2023-03-10,11.5,540800,Tampines,99 yrs from 22/02/2011,1388000,ARC AT TAMPINES,1173,Resale,2023,"540,800",2011,11,2023,3,136,"847,200"
11 TAMPINES AVENUE 8 #05-20,2012-06-08,2020-11-13,8.5,197300,Tampines,99 yrs from 22/02/2011,890000,ARC AT TAMPINES,958,Resale,2020,"197,300",2012,6,2020,11,101,"692,700"
11 TAMPINES AVENUE 8 #06-18,2011-10-25,2020-08-28,9.0,190300,Tampines,99 yrs from 22/02/2011,918000,ARC AT TAMPINES,990,Resale,2020,"190,300",2011,10,2020,8,106,"727,700"
11 TAMPINES AVENUE 8 #06-20,2012-06-25,2021-07-16,9.0,257500,Tampines,99 yrs from 22/02/2011,955000,ARC AT TAMPINES,958,Resale,2021,"257,500",2012,6,2021,7,109,"697,500"
11 TAMPINES AVENUE 8 #07-18,2012-08-01,2020-09-23,8.0,177400,Tampines,99 yrs from 22/02/2011,910000,ARC AT TAMPINES,990,Resale,2020,"177,400",2012,8,2020,9,97,"732,600"
11 TAMPINES AVENUE 8 #07-19,2012-01-20,2021-06-28,9.5,274900,Tampines,99 yrs from 22/02/2011,1140000,ARC AT TAMPINES,1173,Resale,2021,"274,900",2012,1,2021,6,113,"865,100"
11 TAMPINES AVENUE 8 #08-18,2011-12-21,2019-03-20,7.0,206400,Tampines,99 yrs from 22/02/2011,945000,ARC AT TAMPINES,990,Resale,2019,"206,400",2011,12,2019,3,87,"738,600"
11 TAMPINES AVENUE 8 #08-18,2019-03-20,2024-08-12,5.5,428000,Tampines,99 yrs from 22/02/2011,1373000,ARC AT TAMPINES,990,Resale,2024,"428,000",2019,3,2024,8,65,"945,000"
11 TAMPINES AVENUE 8 #08-19,2011-11-04,2023-06-21,11.5,594800,Tampines,99 yrs from 22/02/2011,1450000,ARC AT TAMPINES,1173,Resale,2023,"594,800",2011,11,2023,6,139,"855,200"
11 TAMPINES AVENUE 8 #09-19,2012-01-06,2020-08-27,8.5,169700,Tampines,99 yrs from 22/02/2011,1048000,ARC AT TAMPINES,1173,Resale,2020,"169,700",2012,1,2020,8,103,"878,300"
11 TAMPINES AVENUE 8 #09-19,2020-08-27,2024-08-30,4.0,547000,Tampines,99 yrs from 22/02/2011,1595000,ARC AT TAMPINES,1173,Resale,2024,"547,000",2020,8,2024,8,48,"1,048,000"
11 TAMPINES AVENUE 8 #10-17,2011-12-13,2022-09-22,11.0,414900,Tampines,99 yrs from 22/02/2011,1250000,ARC AT TAMPINES,1130,Resale,2022,"414,900",2011,12,2022,9,129,"835,100"
11 TAMPINES AVENUE 8 #10-20,2012-05-21,2020-03-27,8.0,142400,Tampines,99 yrs from 22/02/2011,860000,ARC AT TAMPINES,958,Resale,2020,"142,400",2012,5,2020,3,94,"717,600"
11 TAMPINES AVENUE 8 #11-19,2012-01-11,2021-01-04,9.0,237200,Tampines,99 yrs from 22/02/2011,1110000,ARC AT TAMPINES,1173,Resale,2021,"237,200",2012,1,2021,1,108,"872,800"
11 TAMPINES AVENUE 8 #13-18,2011-11-15,2024-11-01,13.0,626700,Tampines,99 yrs from 22/02/2011,1390000,ARC AT TAMPINES,990,Resale,2024,"626,700",2011,11,2024,11,156,"763,300"
11 TAMPINES AVENUE 8 #14-20,2012-05-15,2024-08-12,12.5,622088,Tampines,99 yrs from 22/02/2011,1358888,ARC AT TAMPINES,980,Resale,2024,"622,088",2012,5,2024,8,147,"736,800"
11 TAMPINES AVENUE 8 #15-17,2011-11-24,2021-09-09,10.0,299300,Tampines,99 yrs from 22/02/2011,1180000,ARC AT TAMPINES,1130,Resale,2021,"299,300",2011,11,2021,9,118,"880,700"
11 TAMPINES AVENUE 8 #15-19,2011-11-29,2020-08-06,8.5,160688,Tampines,99 yrs from 22/02/2011,1056888,ARC AT TAMPINES,1173,Resale,2020,"160,688",2011,11,2020,8,105,"896,200"
11 TAMPINES AVENUE 8 #15-19,2020-08-06,2023-09-15,3.0,523112,Tampines,99 yrs from 22/02/2011,1580000,ARC AT TAMPINES,1173,Resale,2023,"523,112",2020,8,2023,9,37,"1,056,888"
11 TAMPINES AVENUE 8 #16-19,2011-12-01,2023-08-16,11.5,918600,Tampines,99 yrs from 22/02/2011,2050000,ARC AT TAMPINES,2002,Resale,2023,"918,600",2011,12,2023,8,140,"1,131,400"
11 TAMPINES CENTRAL 7 #02-04,2012-06-28,2023-03-10,10.5,613000,Tampines,99 yrs from 13/07/2011,1430000,THE TAMPINES TRILLIANT,1012,Resale,2023,"613,000",2012,6,2023,3,129,"817,000"
11 TAMPINES CENTRAL 7 #05-03,2013-04-04,2024-08-19,11.5,702000,Tampines,99 yrs from 13/07/2011,1400000,THE TAMPINES TRILLIANT,872,Resale,2024,"702,000",2013,4,2024,8,136,"698,000"
11 TAMPINES CENTRAL 7 #06-01,2012-04-30,2021-03-25,9.0,316000,Tampines,99 yrs from 13/07/2011,1230000,THE TAMPINES TRILLIANT,1130,Resale,2021,"316,000",2012,4,2021,3,107,"914,000"
11 TAMPINES CENTRAL 7 #06-04,2012-10-03,2022-01-24,9.5,465000,Tampines,99 yrs from 13/07/2011,1300000,THE TAMPINES TRILLIANT,1012,Resale,2022,"465,000",2012,10,2022,1,111,"835,000"
11 TAMPINES CENTRAL 7 #07-03,2012-08-17,2022-09-02,10.0,462888,Tampines,99 yrs from 13/07/2011,1168888,THE TAMPINES TRILLIANT,872,Resale,2022,"462,888",2012,8,2022,9,121,"706,000"
11 TAMPINES CENTRAL 7 #08-02,2012-04-25,2021-05-24,9.0,398000,Tampines,99 yrs from 13/07/2011,1285000,THE TAMPINES TRILLIANT,1130,Resale,2021,"398,000",2012,4,2021,5,109,"887,000"
11 TAMPINES CENTRAL 7 #11-01,2012-05-09,2021-04-08,9.0,395999,Tampines,99 yrs from 13/07/2011,1310999,THE TAMPINES TRILLIANT,1130,Resale,2021,"395,999",2012,5,2021,4,107,"915,000"
11 TAMPINES CENTRAL 7 #11-02,2012-08-29,2021-08-13,9.0,453000,Tampines,99 yrs from 13/07/2011,1330000,THE TAMPINES TRILLIANT,1130,Resale,2021,"453,000",2012,8,2021,8,108,"877,000"
11 TAMPINES CENTRAL 7 #12-02,2012-09-11,2024-11-21,12.0,906888,Tampines,99 yrs from 13/07/2011,1788888,THE TAMPINES TRILLIANT,1130,Resale,2024,"906,888",2012,9,2024,11,146,"882,000"
11 TAMPINES CENTRAL 7 #12-03,2012-09-11,2021-02-17,8.5,232000,Tampines,99 yrs from 13/07/2011,960000,THE TAMPINES TRILLIANT,872,Resale,2021,"232,000",2012,9,2021,2,101,"728,000"
11 TAMPINES CENTRAL 7 #12-04,2012-03-15,2023-08-03,11.5,733000,Tampines,99 yrs from 13/07/2011,1600000,THE TAMPINES TRILLIANT,1012,Resale,2023,"733,000",2012,3,2023,8,137,"867,000"
11 TAMPINES CENTRAL 7 #13-01,2012-04-19,2022-07-18,10.5,473888,Tampines,99 yrs from 13/07/2011,1398888,THE TAMPINES TRILLIANT,1130,Resale,2022,"473,888",2012,4,2022,7,123,"925,000"
11 TAMPINES CENTRAL 7 #13-03,2012-07-05,2022-11-17,10.5,468888,Tampines,99 yrs from 13/07/2011,1200888,THE TAMPINES TRILLIANT,872,Resale,2022,"468,888",2012,7,2022,11,124,"732,000"
11 TAMPINES CENTRAL 7 #14-01,2012-06-01,2022-11-03,10.5,1099000,Tampines,99 yrs from 13/07/2011,2300000,THE TAMPINES TRILLIANT,2110,Resale,2022,"1,099,000",2012,6,2022,11,125,"1,201,000"
11 WOODLANDS AVENUE 6 #01-04,2013-07-26,2021-10-22,8.0,126200,Woodlands,99 yrs from 19/12/2012,920000,TWIN FOUNTAINS,1162,Resale,2021,"126,200",2013,7,2021,10,99,"793,800"
11 WOODLANDS AVENUE 6 #02-03,2016-01-21,2021-08-04,5.5,215320,Woodlands,99 yrs from 19/12/2012,1030000,TWIN FOUNTAINS,1119,Resale,2021,"215,320",2016,1,2021,8,67,"814,680"
11 WOODLANDS AVENUE 6 #03-01,2014-03-13,2021-08-16,7.5,216600,Woodlands,99 yrs from 19/12/2012,960000,TWIN FOUNTAINS,1055,Resale,2021,"216,600",2014,3,2021,8,89,"743,400"
11 WOODLANDS AVENUE 6 #03-03,2014-12-08,2024-05-31,9.5,525249,Woodlands,99 yrs from 19/12/2012,1320000,TWIN FOUNTAINS,1119,Resale,2024,"525,249",2014,12,2024,5,113,"794,751"
11 WOODLANDS AVENUE 6 #04-04,2015-12-04,2021-11-18,6.0,242850,Woodlands,99 yrs from 19/12/2012,1030000,TWIN FOUNTAINS,1098,Resale,2021,"242,850",2015,12,2021,11,71,"787,150"
11 WOODLANDS AVENUE 6 #05-01,2014-11-27,2022-01-12,7.0,256308,Woodlands,99 yrs from 19/12/2012,1018888,TWIN FOUNTAINS,1055,Resale,2022,"256,308",2014,11,2022,1,86,"762,580"
11 WOODLANDS AVENUE 6 #07-02,2013-06-10,2021-03-29,8.0,299600,Woodlands,99 yrs from 19/12/2012,1338000,TWIN FOUNTAINS,1399,Resale,2021,"299,600",2013,6,2021,3,93,"1,038,400"
11 WOODLANDS AVENUE 6 #07-03,2015-02-05,2021-08-17,6.5,195403,Woodlands,99 yrs from 19/12/2012,1010000,TWIN FOUNTAINS,1119,Resale,2021,"195,403",2015,2,2021,8,78,"814,597"
11 WOODLANDS AVENUE 6 #07-03,2021-08-17,2024-08-19,3.0,440000,Woodlands,99 yrs from 19/12/2012,1450000,TWIN FOUNTAINS,1119,Resale,2024,"440,000",2021,8,2024,8,36,"1,010,000"
11 WOODLANDS AVENUE 6 #07-04,2014-11-04,2024-04-05,9.5,513368,Woodlands,99 yrs from 19/12/2012,1300000,TWIN FOUNTAINS,1098,Resale,2024,"513,368",2014,11,2024,4,113,"786,632"
11 WOODLANDS AVENUE 6 #08-01,2015-01-12,2022-06-21,7.5,318710,Woodlands,99 yrs from 19/12/2012,1100000,TWIN FOUNTAINS,1055,Resale,2022,"318,710",2015,1,2022,6,89,"781,290"
11 WOODLANDS AVENUE 6 #08-03,2015-08-01,2023-03-13,7.5,453560,Woodlands,99 yrs from 19/12/2012,1290000,TWIN FOUNTAINS,1119,Resale,2023,"453,560",2015,8,2023,3,91,"836,440"
11 WOODLANDS AVENUE 6 #09-03,2013-07-16,2021-05-19,8.0,185448,Woodlands,99 yrs from 19/12/2012,988888,TWIN FOUNTAINS,1119,Resale,2021,"185,448",2013,7,2021,5,94,"803,440"
11 WOODLANDS AVENUE 6 #10-03,2015-08-30,2021-03-15,5.5,182400,Woodlands,99 yrs from 19/12/2012,1030000,TWIN FOUNTAINS,1119,Resale,2021,"182,400",2015,8,2021,3,67,"847,600"
11 WOODLANDS AVENUE 6 #11-03,2015-08-23,2022-01-04,6.5,297750,Woodlands,99 yrs from 19/12/2012,1150000,TWIN FOUNTAINS,1119,Resale,2022,"297,750",2015,8,2022,1,77,"852,250"
11 WOODLANDS AVENUE 6 #12-01,2015-10-21,2021-03-25,5.5,156110,Woodlands,99 yrs from 19/12/2012,960000,TWIN FOUNTAINS,1055,Resale,2021,"156,110",2015,10,2021,3,65,"803,890"
11 WOODLANDS AVENUE 6 #12-02,2013-09-30,2021-11-29,8.0,360200,Woodlands,99 yrs from 19/12/2012,1425000,TWIN FOUNTAINS,1399,Resale,2021,"360,200",2013,9,2021,11,98,"1,064,800"
11 WOODLANDS AVENUE 6 #12-03,2014-10-08,2021-05-12,6.5,215100,Woodlands,99 yrs from 19/12/2012,1068000,TWIN FOUNTAINS,1119,Resale,2021,"215,100",2014,10,2021,5,79,"852,900"
11 WOODLANDS DRIVE 72 #01-29,1998-12-10,2009-07-01,10.5,135800,Woodlands,99 yrs from 22/09/1997,595000,WOODSVALE,1432,Resale,2009,"135,800",1998,12,2009,7,127,"459,200"
11 WOODLANDS DRIVE 72 #01-29,2009-07-01,2017-05-17,8.0,223000,Woodlands,99 yrs from 22/09/1997,818000,WOODSVALE,1432,Resale,2017,"223,000",2009,7,2017,5,94,"595,000"
11 WOODLANDS DRIVE 72 #01-29,2017-05-17,2020-10-12,3.5,112000,Woodlands,99 yrs from 22/09/1997,930000,WOODSVALE,1432,Resale,2020,"112,000",2017,5,2020,10,41,"818,000"
11 WOODLANDS DRIVE 72 #01-30,1998-08-31,2008-05-12,9.5,89700,Woodlands,99 yrs from 22/09/1997,538000,WOODSVALE,1313,Resale,2008,"89,700",1998,8,2008,5,117,"448,300"
